id,existing_score,open_to_buy,months_since_first_loan_issued,existing_credit_card_utilization,n_months_mortgage_loan_paid
7557,665.0,11388.0,140.0,11.0,6.0
7558,644.0,9640.0,223.0,7.0,5.0
7559,327.0,640.0,55.0,65.0,10.0
7560,643.0,13586.0,39.0,1.0,13.0
7561,390.0,389.0,72.0,,10.0
7562,703.0,23150.0,113.0,0.0,9.0
7563,307.0,,,,10.0
7564,476.0,,,,0.0
7565,367.0,4757.0,61.0,105.0,13.0
7566,542.0,,69.0,,10.0
7567,333.0,992.0,52.0,91.0,12.0
7568,421.0,,2.0,,0.0
7569,535.0,3999.0,250.0,89.0,1.0
7570,547.0,11535.0,206.0,0.0,7.0
7571,337.0,,,,
7572,438.0,3262.0,75.0,74.0,9.0
7573,458.0,2071.0,78.0,1.0,12.0
7574,342.0,278.0,59.0,88.0,12.0
7575,324.0,197.0,85.0,104.0,13.0
7576,498.0,1212.0,122.0,73.0,9.0
7577,308.0,112.0,172.0,,10.0
7578,454.0,13943.0,57.0,32.0,13.0
7579,588.0,10571.0,75.0,0.0,9.0
7580,662.0,12000.0,85.0,0.0,13.0
7581,606.0,1607.0,92.0,,6.0
7582,435.0,2074.0,155.0,80.0,10.0
7583,295.0,2873.0,61.0,28.0,10.0
7584,689.0,25765.0,85.0,6.0,5.0
7585,375.0,,,,9.0
7586,263.0,169.0,56.0,88.0,3.0
7587,685.0,19892.0,123.0,12.0,12.0
7588,520.0,6262.0,127.0,80.0,14.0
7589,318.0,577.0,17.0,67.0,11.0
7590,697.0,8942.0,206.0,19.0,11.0
7591,407.0,3955.0,,,11.0
7592,739.0,48000.0,202.0,25.0,14.0
7593,470.0,2550.0,258.0,80.0,13.0
7594,628.0,10353.0,129.0,95.0,14.0
7595,593.0,1451.0,,,1.0
7596,341.0,4155.0,45.0,90.0,12.0
7597,406.0,,,,11.0
7598,755.0,35271.0,181.0,0.0,10.0
7599,326.0,754.0,36.0,,11.0
7600,288.0,910.0,11.0,19.0,10.0
7601,135.0,227.0,,,8.0
7602,508.0,4552.0,28.0,26.0,11.0
7603,343.0,1314.0,4.0,32.0,6.0
7604,384.0,,147.0,,4.0
7605,233.0,17.0,65.0,,5.0
7606,248.0,,,,
7607,244.0,557.0,74.0,,9.0
7608,708.0,16556.0,162.0,0.0,13.0
7609,556.0,14973.0,47.0,34.0,12.0
7610,437.0,6030.0,62.0,53.0,14.0
7611,537.0,21095.0,96.0,94.0,12.0
7612,372.0,7753.0,151.0,89.0,10.0
7613,543.0,1782.0,113.0,96.0,9.0
7614,405.0,461.0,16.0,77.0,6.0
7615,515.0,27457.0,44.0,70.0,10.0
7616,368.0,2087.0,,,4.0
7617,528.0,7830.0,73.0,5.0,13.0
7618,294.0,,,,
7619,625.0,4468.0,,,0.0
7620,590.0,10278.0,48.0,0.0,10.0
7621,278.0,446.0,63.0,93.0,1.0
7622,465.0,944.0,35.0,,13.0
7623,436.0,2875.0,115.0,1.0,12.0
7624,482.0,4785.0,16.0,6.0,9.0
7625,437.0,352.0,18.0,48.0,4.0
7626,611.0,10909.0,214.0,0.0,13.0
7627,331.0,,156.0,,11.0
7628,672.0,14808.0,92.0,44.0,9.0
7629,417.0,4876.0,44.0,82.0,12.0
7630,405.0,3098.0,206.0,,12.0
7631,505.0,910.0,20.0,48.0,9.0
7632,682.0,11656.0,227.0,13.0,13.0
7633,545.0,983.0,,,1.0
7634,523.0,7179.0,106.0,100.0,9.0
7635,515.0,10284.0,130.0,0.0,11.0
7636,253.0,1142.0,57.0,0.0,6.0
7637,383.0,1809.0,152.0,15.0,5.0
7638,482.0,112.0,60.0,,12.0
7639,643.0,15018.0,,,0.0
7640,359.0,36.0,101.0,100.0,9.0
7641,261.0,26.0,134.0,,7.0
7642,406.0,116.0,18.0,91.0,5.0
7643,435.0,1822.0,35.0,108.0,9.0
7644,273.0,28.0,26.0,98.0,13.0
7645,636.0,9552.0,194.0,50.0,9.0
7646,398.0,422.0,,,9.0
7647,448.0,29893.0,58.0,53.0,12.0
7648,337.0,566.0,255.0,109.0,10.0
7649,640.0,6261.0,187.0,60.0,9.0
7650,747.0,10466.0,207.0,0.0,11.0
7651,279.0,783.0,51.0,104.0,14.0
7652,264.0,147.0,49.0,92.0,9.0
7653,530.0,2967.0,39.0,45.0,7.0
7654,371.0,1737.0,41.0,102.0,11.0
7655,321.0,1444.0,4.0,6.0,0.0
7656,629.0,2032.0,55.0,32.0,9.0
7657,477.0,0.0,86.0,107.0,10.0
7658,196.0,928.0,124.0,90.0,7.0
7659,362.0,,,,
7660,176.0,,79.0,,1.0
7661,323.0,1223.0,53.0,0.0,10.0
7662,397.0,1378.0,76.0,98.0,14.0
7663,491.0,1353.0,23.0,,4.0
7664,686.0,10304.0,88.0,25.0,10.0
7665,233.0,23.0,8.0,80.0,9.0
7666,680.0,1553.0,,,0.0
7667,232.0,,,,
7668,326.0,3.0,11.0,94.0,9.0
7669,403.0,,,,
7670,251.0,,69.0,,8.0
7671,340.0,950.0,41.0,,9.0
7672,290.0,,137.0,,2.0
7673,296.0,319.0,,,6.0
7674,367.0,498.0,169.0,65.0,14.0
7675,582.0,9726.0,71.0,77.0,12.0
7676,324.0,2280.0,9.0,97.0,10.0
7677,603.0,9707.0,139.0,29.0,12.0
7678,241.0,880.0,49.0,62.0,14.0
7679,362.0,,,,
7680,628.0,2275.0,51.0,32.0,12.0
7681,661.0,7330.0,142.0,,0.0
7682,306.0,443.0,15.0,92.0,11.0
7683,572.0,7368.0,198.0,5.0,10.0
7684,694.0,12105.0,227.0,54.0,14.0
7685,384.0,1715.0,36.0,80.0,2.0
7686,406.0,1099.0,23.0,27.0,9.0
7687,359.0,188.0,81.0,0.0,14.0
7688,456.0,507.0,,,1.0
7689,559.0,1275.0,158.0,57.0,13.0
7690,653.0,4202.0,25.0,,10.0
7691,406.0,5372.0,265.0,66.0,9.0
7692,728.0,24517.0,217.0,31.0,13.0
7693,343.0,1266.0,20.0,46.0,12.0
7694,623.0,28926.0,56.0,18.0,12.0
7695,510.0,612.0,196.0,95.0,9.0
7696,462.0,5892.0,89.0,82.0,11.0
7697,372.0,1095.0,179.0,85.0,9.0
7698,453.0,180.0,,,5.0
7699,399.0,1427.0,50.0,56.0,10.0
7700,548.0,15713.0,16.0,2.0,9.0
7701,385.0,3208.0,204.0,45.0,14.0
7702,253.0,,190.0,,2.0
7703,444.0,3072.0,107.0,104.0,10.0
7704,737.0,14857.0,129.0,7.0,13.0
7705,307.0,437.0,178.0,105.0,3.0
7706,276.0,5084.0,150.0,,6.0
7707,278.0,,67.0,,6.0
7708,715.0,10038.0,111.0,51.0,1.0
7709,568.0,27672.0,195.0,97.0,12.0
7710,305.0,,136.0,,6.0
7711,670.0,3477.0,98.0,32.0,9.0
7712,466.0,11122.0,31.0,12.0,10.0
7713,165.0,,40.0,,3.0
7714,361.0,43.0,134.0,99.0,13.0
7715,283.0,0.0,56.0,90.0,10.0
7716,437.0,5422.0,32.0,45.0,13.0
7717,528.0,27516.0,418.0,14.0,13.0
7718,643.0,3819.0,124.0,,11.0
7719,379.0,,,,
7720,778.0,24069.0,117.0,25.0,12.0
7721,599.0,27709.0,237.0,,11.0
7722,459.0,1624.0,13.0,69.0,6.0
7723,420.0,1009.0,9.0,55.0,8.0
7724,429.0,1333.0,99.0,26.0,14.0
7725,399.0,2666.0,65.0,83.0,14.0
7726,495.0,8567.0,101.0,87.0,12.0
7727,343.0,,,,
7728,275.0,139.0,4.0,9.0,6.0
7729,472.0,735.0,101.0,,13.0
7730,219.0,155.0,111.0,69.0,2.0
7731,355.0,,,,
7732,354.0,63.0,38.0,68.0,9.0
7733,600.0,3172.0,17.0,55.0,5.0
7734,454.0,1461.0,322.0,83.0,12.0
7735,490.0,1635.0,176.0,88.0,10.0
7736,575.0,6018.0,35.0,,2.0
7737,418.0,445.0,19.0,48.0,9.0
7738,537.0,13199.0,96.0,18.0,13.0
7739,427.0,2162.0,176.0,98.0,11.0
7740,548.0,,,,14.0
7741,608.0,8311.0,80.0,,13.0
7742,688.0,4724.0,159.0,4.0,10.0
7743,303.0,,217.0,,2.0
7744,356.0,3263.0,48.0,0.0,9.0
7745,659.0,2759.0,43.0,9.0,3.0
7746,301.0,2521.0,22.0,70.0,11.0
7747,606.0,2822.0,105.0,0.0,6.0
7748,385.0,16703.0,51.0,0.0,9.0
7749,624.0,7429.0,58.0,0.0,0.0
7750,480.0,1685.0,8.0,96.0,9.0
7751,683.0,30584.0,233.0,53.0,11.0
7752,672.0,7701.0,68.0,78.0,13.0
7753,561.0,15903.0,144.0,7.0,12.0
7754,317.0,262.0,,,4.0
7755,502.0,2067.0,,,2.0
7756,567.0,1637.0,20.0,5.0,10.0
7757,313.0,335.0,7.0,78.0,10.0
7758,266.0,,,,9.0
7759,599.0,14764.0,27.0,93.0,10.0
7760,241.0,129.0,91.0,,5.0
7761,239.0,378.0,15.0,93.0,8.0
7762,540.0,,,,
7763,483.0,679.0,44.0,37.0,11.0
7764,393.0,6430.0,252.0,74.0,10.0
7765,618.0,7557.0,82.0,9.0,8.0
7766,578.0,4930.0,50.0,48.0,12.0
7767,554.0,961.0,159.0,,0.0
7768,344.0,1501.0,43.0,85.0,13.0
7769,594.0,5867.0,45.0,9.0,10.0
7770,517.0,,,,3.0
7771,141.0,,,,
7772,376.0,1814.0,122.0,91.0,11.0
7773,433.0,2084.0,68.0,,11.0
7774,237.0,,77.0,,10.0
7775,285.0,,,,13.0
7776,328.0,289.0,157.0,74.0,14.0
7777,547.0,7748.0,163.0,31.0,12.0
7778,446.0,7413.0,110.0,83.0,11.0
7779,286.0,856.0,9.0,105.0,11.0
7780,671.0,894.0,,,9.0
7781,227.0,17.0,81.0,,5.0
7782,633.0,10742.0,216.0,0.0,6.0
7783,401.0,762.0,122.0,73.0,10.0
7784,423.0,2468.0,96.0,30.0,11.0
7785,384.0,4070.0,45.0,56.0,9.0
7786,355.0,654.0,,,8.0
7787,437.0,6347.0,50.0,16.0,9.0
7788,397.0,71.0,,,9.0
7789,561.0,6443.0,221.0,46.0,8.0
7790,664.0,10752.0,71.0,0.0,8.0
7791,522.0,2957.0,112.0,20.0,11.0
7792,557.0,1687.0,41.0,7.0,12.0
7793,674.0,29819.0,187.0,0.0,10.0
7794,540.0,954.0,,,3.0
7795,435.0,776.0,12.0,25.0,4.0
7796,497.0,6548.0,1.0,,
7797,331.0,,,,
7798,454.0,9300.0,175.0,94.0,9.0
7799,405.0,,,,
7800,319.0,2180.0,160.0,,8.0
7801,282.0,175.0,63.0,60.0,7.0
7802,405.0,7223.0,71.0,54.0,10.0
7803,284.0,1213.0,66.0,37.0,7.0
7804,386.0,427.0,,,5.0
7805,731.0,12673.0,111.0,0.0,11.0
7806,487.0,768.0,17.0,57.0,5.0
7807,418.0,23094.0,223.0,7.0,12.0
7808,407.0,13240.0,103.0,0.0,14.0
7809,230.0,,,,
7810,454.0,2327.0,83.0,23.0,7.0
7811,696.0,5709.0,43.0,52.0,11.0
7812,544.0,13165.0,170.0,6.0,10.0
7813,630.0,4021.0,43.0,8.0,0.0
7814,740.0,7564.0,104.0,0.0,8.0
7815,331.0,270.0,,,0.0
7816,441.0,,,,6.0
7817,345.0,7031.0,129.0,61.0,14.0
7818,327.0,,,,
7819,329.0,35.0,,,9.0
7820,430.0,1034.0,46.0,50.0,9.0
7821,407.0,1212.0,91.0,89.0,14.0
7822,553.0,579.0,9.0,0.0,13.0
7823,452.0,1766.0,23.0,22.0,10.0
7824,478.0,513.0,20.0,87.0,5.0
7825,328.0,168.0,11.0,91.0,6.0
7826,513.0,3861.0,55.0,0.0,10.0
7827,231.0,546.0,9.0,72.0,11.0
7828,323.0,1351.0,21.0,77.0,9.0
7829,482.0,5244.0,16.0,96.0,11.0
7830,240.0,,,,10.0
7831,363.0,683.0,82.0,95.0,9.0
7832,322.0,,,,
7833,491.0,6320.0,46.0,62.0,9.0
7834,356.0,83.0,75.0,98.0,13.0
7835,285.0,,,,
7836,459.0,17356.0,156.0,0.0,14.0
7837,548.0,,58.0,,
7838,345.0,533.0,32.0,98.0,9.0
7839,357.0,,,,
7840,657.0,12485.0,185.0,,9.0
7841,297.0,0.0,99.0,98.0,12.0
7842,289.0,67.0,82.0,95.0,14.0
7843,453.0,1765.0,10.0,33.0,5.0
7844,403.0,3582.0,46.0,75.0,11.0
7845,393.0,2526.0,32.0,75.0,14.0
7846,415.0,,,,7.0
7847,386.0,589.0,41.0,,11.0
7848,305.0,325.0,78.0,13.0,1.0
7849,267.0,1290.0,7.0,51.0,7.0
7850,602.0,,,,
7851,276.0,,56.0,,5.0
7852,171.0,14.0,,,5.0
7853,312.0,1458.0,28.0,103.0,11.0
7854,499.0,7508.0,88.0,95.0,9.0
7855,563.0,4726.0,16.0,12.0,10.0
7856,753.0,6591.0,90.0,,11.0
7857,403.0,2210.0,21.0,99.0,10.0
7858,347.0,,,,
7859,699.0,18285.0,184.0,13.0,13.0
7860,440.0,324.0,151.0,79.0,11.0
7861,389.0,311.0,86.0,105.0,9.0
7862,322.0,,,,
7863,506.0,35449.0,177.0,0.0,9.0
7864,495.0,283.0,,,2.0
7865,624.0,2932.0,226.0,,0.0
7866,383.0,1438.0,68.0,98.0,14.0
7867,319.0,895.0,69.0,19.0,10.0
7868,537.0,15660.0,133.0,10.0,10.0
7869,294.0,,,,11.0
7870,636.0,15922.0,55.0,14.0,13.0
7871,350.0,119.0,61.0,94.0,14.0
7872,516.0,2906.0,54.0,78.0,14.0
7873,437.0,1211.0,372.0,,10.0
7874,652.0,8864.0,113.0,7.0,7.0
7875,728.0,23518.0,163.0,44.0,12.0
7876,491.0,5106.0,195.0,15.0,11.0
7877,621.0,,,,
7878,686.0,3701.0,34.0,0.0,11.0
7879,489.0,1733.0,9.0,,10.0
7880,606.0,,,,13.0
7881,188.0,149.0,,,7.0
7882,560.0,522.0,13.0,84.0,0.0
7883,748.0,22224.0,227.0,5.0,11.0
7884,291.0,220.0,49.0,5.0,8.0
7885,765.0,11243.0,148.0,4.0,11.0
7886,487.0,2905.0,212.0,48.0,9.0
7887,510.0,679.0,28.0,55.0,10.0
7888,292.0,313.0,61.0,97.0,6.0
7889,381.0,,,,2.0
7890,520.0,972.0,18.0,34.0,8.0
7891,372.0,109.0,108.0,97.0,8.0
7892,671.0,25985.0,97.0,2.0,12.0
7893,453.0,3603.0,12.0,66.0,5.0
7894,513.0,,,,8.0
7895,772.0,26008.0,74.0,14.0,11.0
7896,472.0,658.0,,,2.0
7897,389.0,13636.0,111.0,0.0,5.0
7898,574.0,3608.0,149.0,29.0,14.0
7899,403.0,2596.0,27.0,80.0,10.0
7900,424.0,606.0,,,13.0
7901,304.0,,,,
7902,301.0,252.0,41.0,,7.0
7903,555.0,14700.0,182.0,97.0,8.0
7904,363.0,1864.0,6.0,46.0,11.0
7905,624.0,4840.0,312.0,25.0,9.0
7906,402.0,212.0,17.0,90.0,10.0
7907,690.0,26650.0,132.0,11.0,13.0
7908,737.0,5679.0,105.0,18.0,2.0
7909,358.0,,,,
7910,269.0,702.0,67.0,,9.0
7911,361.0,,,,
7912,737.0,9705.0,76.0,38.0,13.0
7913,682.0,18549.0,144.0,0.0,11.0
7914,514.0,13488.0,208.0,45.0,13.0
7915,425.0,8.0,43.0,90.0,3.0
7916,701.0,231.0,,,12.0
7917,300.0,803.0,64.0,100.0,12.0
7918,288.0,1229.0,60.0,91.0,9.0
7919,484.0,3359.0,27.0,19.0,10.0
7920,288.0,,,,
7921,463.0,851.0,38.0,,9.0
7922,427.0,10438.0,97.0,0.0,10.0
7923,274.0,,,,
7924,525.0,1948.0,31.0,85.0,11.0
7925,687.0,23220.0,257.0,20.0,14.0
7926,680.0,5934.0,330.0,12.0,7.0
7927,736.0,15369.0,164.0,14.0,13.0
7928,407.0,2027.0,4.0,21.0,2.0
7929,529.0,9440.0,182.0,70.0,14.0
7930,674.0,7043.0,75.0,20.0,3.0
7931,565.0,14531.0,155.0,76.0,14.0
7932,471.0,2305.0,148.0,29.0,13.0
7933,725.0,29537.0,143.0,7.0,9.0
7934,506.0,74.0,45.0,98.0,12.0
7935,642.0,14053.0,73.0,0.0,10.0
7936,503.0,2106.0,38.0,46.0,12.0
7937,476.0,1961.0,50.0,76.0,10.0
7938,452.0,381.0,,,10.0
7939,686.0,22394.0,215.0,84.0,9.0
7940,347.0,23.0,54.0,95.0,9.0
7941,799.0,80677.0,380.0,16.0,12.0
7942,283.0,203.0,57.0,75.0,11.0
7943,213.0,91.0,8.0,55.0,12.0
7944,505.0,,66.0,,3.0
7945,485.0,2114.0,134.0,98.0,13.0
7946,342.0,116.0,27.0,97.0,11.0
7947,234.0,,,,
7948,358.0,12.0,22.0,106.0,9.0
7949,337.0,1782.0,80.0,67.0,11.0
7950,251.0,,,,
7951,637.0,8117.0,37.0,28.0,12.0
7952,519.0,,,,11.0
7953,268.0,,47.0,,6.0
7954,346.0,125.0,,,6.0
7955,412.0,5332.0,14.0,33.0,9.0
7956,383.0,3229.0,36.0,39.0,13.0
7957,371.0,,307.0,,7.0
7958,655.0,21830.0,200.0,31.0,7.0
7959,674.0,3463.0,76.0,58.0,9.0
7960,476.0,3197.0,3.0,1.0,1.0
7961,343.0,1611.0,28.0,105.0,11.0
7962,736.0,8142.0,152.0,86.0,12.0
7963,501.0,,,,11.0
7964,309.0,,,,11.0
7965,202.0,0.0,21.0,88.0,9.0
7966,645.0,10309.0,119.0,8.0,3.0
7967,263.0,2177.0,0.0,83.0,12.0
7968,426.0,1202.0,90.0,89.0,12.0
7969,586.0,13082.0,93.0,0.0,6.0
7970,625.0,4345.0,77.0,70.0,10.0
7971,514.0,844.0,53.0,32.0,8.0
7972,663.0,1262.0,193.0,,0.0
7973,642.0,22153.0,151.0,80.0,11.0
7974,755.0,5449.0,258.0,59.0,12.0
7975,605.0,2180.0,16.0,0.0,10.0
7976,450.0,3504.0,,,
7977,266.0,,105.0,,
7978,236.0,,,,
7979,487.0,2607.0,96.0,98.0,13.0
7980,613.0,5997.0,20.0,0.0,12.0
7981,679.0,8658.0,259.0,23.0,8.0
7982,225.0,,60.0,,7.0
7983,355.0,428.0,,,8.0
7984,662.0,9823.0,169.0,4.0,9.0
7985,480.0,6522.0,46.0,34.0,14.0
7986,634.0,14023.0,203.0,0.0,11.0
7987,738.0,14660.0,220.0,87.0,13.0
7988,299.0,238.0,38.0,67.0,12.0
7989,464.0,295.0,196.0,84.0,10.0
7990,466.0,15239.0,52.0,4.0,10.0
7991,505.0,25987.0,46.0,10.0,13.0
7992,363.0,,,,
7993,366.0,1245.0,36.0,80.0,12.0
7994,641.0,2471.0,105.0,7.0,0.0
7995,541.0,974.0,6.0,,14.0
7996,357.0,931.0,37.0,100.0,11.0
7997,565.0,10690.0,107.0,35.0,13.0
7998,304.0,,69.0,,10.0
7999,655.0,14652.0,71.0,,0.0
8000,389.0,,,,
8001,607.0,23800.0,215.0,0.0,9.0
8002,707.0,6700.0,99.0,19.0,4.0
8003,651.0,21907.0,241.0,82.0,14.0
8004,577.0,20573.0,84.0,0.0,10.0
8005,678.0,11527.0,104.0,0.0,12.0
8006,342.0,,87.0,,
8007,548.0,151.0,,,0.0
8008,351.0,,,,
8009,460.0,867.0,127.0,90.0,10.0
8010,790.0,16754.0,149.0,0.0,8.0
8011,274.0,4119.0,35.0,9.0,12.0
8012,374.0,522.0,252.0,,0.0
8013,778.0,11977.0,117.0,0.0,9.0
8014,306.0,,,,
8015,472.0,6336.0,77.0,0.0,12.0
8016,285.0,628.0,9.0,26.0,5.0
8017,456.0,5693.0,43.0,51.0,12.0
8018,488.0,,,,4.0
8019,288.0,2203.0,58.0,0.0,12.0
8020,761.0,20731.0,182.0,0.0,11.0
8021,695.0,11275.0,136.0,8.0,4.0
8022,337.0,1775.0,53.0,85.0,13.0
8023,743.0,30953.0,266.0,11.0,10.0
8024,713.0,8157.0,114.0,0.0,12.0
8025,244.0,2690.0,55.0,61.0,14.0
8026,338.0,600.0,9.0,93.0,9.0
8027,354.0,938.0,,,0.0
8028,415.0,,,,9.0
8029,647.0,13021.0,233.0,0.0,9.0
8030,423.0,1600.0,74.0,,9.0
8031,390.0,1067.0,56.0,94.0,13.0
8032,308.0,30.0,78.0,83.0,11.0
8033,477.0,725.0,2.0,,0.0
8034,297.0,370.0,32.0,80.0,11.0
8035,643.0,1777.0,66.0,,4.0
8036,424.0,1287.0,98.0,,13.0
8037,603.0,,85.0,,6.0
8038,361.0,18.0,29.0,103.0,13.0
8039,533.0,46769.0,216.0,11.0,11.0
8040,450.0,6078.0,201.0,4.0,7.0
8041,398.0,790.0,,,1.0
8042,328.0,388.0,43.0,72.0,9.0
8043,690.0,11992.0,106.0,31.0,13.0
8044,215.0,,,,10.0
8045,235.0,,,,
8046,636.0,646.0,161.0,99.0,11.0
8047,466.0,,42.0,,12.0
8048,522.0,16273.0,163.0,12.0,12.0
8049,325.0,1117.0,67.0,,6.0
8050,428.0,5382.0,20.0,69.0,11.0
8051,507.0,15767.0,20.0,8.0,3.0
8052,724.0,25554.0,150.0,42.0,11.0
8053,273.0,72.0,,,8.0
8054,300.0,578.0,48.0,96.0,14.0
8055,465.0,788.0,75.0,87.0,13.0
8056,505.0,920.0,28.0,,14.0
8057,552.0,563.0,49.0,,11.0
8058,526.0,3728.0,0.0,,10.0
8059,357.0,430.0,,,
8060,568.0,4068.0,37.0,,0.0
8061,608.0,4417.0,252.0,97.0,12.0
8062,275.0,655.0,90.0,6.0,14.0
8063,418.0,266.0,,,12.0
8064,622.0,7141.0,26.0,,12.0
8065,273.0,0.0,79.0,107.0,13.0
8066,405.0,1255.0,113.0,59.0,2.0
8067,409.0,2907.0,27.0,0.0,12.0
8068,354.0,348.0,75.0,95.0,11.0
8069,252.0,,,,
8070,431.0,2691.0,134.0,93.0,11.0
8071,264.0,1894.0,182.0,15.0,8.0
8072,745.0,11712.0,136.0,6.0,7.0
8073,332.0,1736.0,31.0,59.0,11.0
8074,612.0,,,,
8075,454.0,4343.0,19.0,8.0,7.0
8076,242.0,357.0,77.0,93.0,8.0
8077,483.0,282.0,267.0,89.0,13.0
8078,431.0,818.0,51.0,99.0,9.0
8079,210.0,57.0,60.0,91.0,2.0
8080,403.0,9090.0,79.0,31.0,11.0
8081,297.0,3662.0,52.0,111.0,14.0
8082,548.0,,110.0,,
8083,546.0,4508.0,18.0,53.0,13.0
8084,526.0,1390.0,172.0,58.0,11.0
8085,373.0,348.0,0.0,,1.0
8086,409.0,3932.0,89.0,0.0,11.0
8087,532.0,5915.0,72.0,0.0,10.0
8088,727.0,15924.0,202.0,39.0,14.0
8089,327.0,2889.0,20.0,0.0,11.0
8090,375.0,633.0,38.0,86.0,11.0
8091,282.0,6012.0,80.0,,14.0
8092,423.0,,,,12.0
8093,483.0,,,,
8094,455.0,3059.0,60.0,60.0,11.0
8095,752.0,16528.0,189.0,0.0,14.0
8096,564.0,3351.0,37.0,79.0,9.0
8097,423.0,994.0,19.0,49.0,8.0
8098,453.0,6394.0,129.0,85.0,13.0
8099,536.0,1521.0,250.0,86.0,6.0
8100,534.0,3370.0,75.0,60.0,14.0
8101,282.0,624.0,44.0,78.0,13.0
8102,389.0,9825.0,96.0,93.0,11.0
8103,363.0,107.0,49.0,98.0,11.0
8104,478.0,3178.0,84.0,56.0,14.0
8105,613.0,464.0,190.0,,12.0
8106,536.0,9652.0,103.0,7.0,12.0
8107,589.0,1355.0,222.0,45.0,9.0
8108,377.0,13.0,26.0,93.0,11.0
8109,418.0,4172.0,20.0,0.0,11.0
8110,497.0,936.0,,,13.0
8111,472.0,,,,
8112,706.0,34609.0,261.0,0.0,9.0
8113,660.0,4009.0,94.0,16.0,12.0
8114,370.0,469.0,25.0,38.0,14.0
8115,246.0,,,,
8116,338.0,1538.0,28.0,68.0,10.0
8117,287.0,500.0,13.0,0.0,5.0
8118,313.0,0.0,,,6.0
8119,452.0,7567.0,148.0,4.0,9.0
8120,393.0,1370.0,40.0,91.0,12.0
8121,285.0,138.0,25.0,65.0,11.0
8122,766.0,25992.0,235.0,0.0,11.0
8123,552.0,6496.0,31.0,4.0,6.0
8124,674.0,5914.0,171.0,78.0,9.0
8125,575.0,39348.0,154.0,3.0,13.0
8126,278.0,395.0,9.0,70.0,11.0
8127,444.0,1990.0,,,11.0
8128,406.0,,,,
8129,348.0,,,,10.0
8130,433.0,,,,
8131,261.0,3452.0,56.0,10.0,13.0
8132,597.0,3056.0,72.0,0.0,8.0
8133,347.0,393.0,,,2.0
8134,331.0,366.0,80.0,80.0,10.0
8135,481.0,491.0,41.0,40.0,12.0
8136,640.0,25306.0,204.0,50.0,12.0
8137,410.0,1586.0,158.0,88.0,11.0
8138,631.0,,,,13.0
8139,334.0,1389.0,103.0,97.0,13.0
8140,370.0,1924.0,141.0,,9.0
8141,485.0,12445.0,107.0,88.0,12.0
8142,723.0,7951.0,79.0,8.0,2.0
8143,230.0,965.0,81.0,0.0,8.0
8144,609.0,8066.0,93.0,73.0,11.0
8145,247.0,225.0,,,1.0
8146,351.0,1088.0,137.0,83.0,11.0
8147,399.0,14420.0,53.0,3.0,11.0
8148,379.0,25801.0,57.0,10.0,9.0
8149,302.0,720.0,,,10.0
8150,474.0,4093.0,56.0,6.0,12.0
8151,557.0,12379.0,111.0,87.0,10.0
8152,261.0,517.0,35.0,,12.0
8153,243.0,,,,
8154,498.0,,,,12.0
8155,509.0,9170.0,238.0,0.0,7.0
8156,223.0,447.0,55.0,,0.0
8157,593.0,364.0,172.0,,1.0
8158,359.0,261.0,63.0,79.0,10.0
8159,592.0,36793.0,61.0,72.0,10.0
8160,516.0,,,,
8161,404.0,700.0,9.0,17.0,11.0
8162,347.0,,,,
8163,720.0,6011.0,152.0,,9.0
8164,411.0,210.0,52.0,108.0,10.0
8165,332.0,1191.0,87.0,8.0,11.0
8166,534.0,2179.0,8.0,0.0,5.0
8167,585.0,6524.0,82.0,8.0,11.0
8168,284.0,,,,
8169,760.0,47215.0,162.0,0.0,10.0
8170,573.0,683.0,162.0,55.0,6.0
8171,697.0,15937.0,93.0,33.0,12.0
8172,315.0,295.0,44.0,24.0,11.0
8173,530.0,15200.0,75.0,0.0,10.0
8174,275.0,,,,
8175,519.0,1523.0,74.0,35.0,8.0
8176,395.0,3754.0,105.0,9.0,13.0
8177,732.0,12142.0,77.0,2.0,13.0
8178,553.0,7237.0,33.0,87.0,14.0
8179,533.0,1011.0,86.0,99.0,14.0
8180,738.0,28583.0,242.0,34.0,10.0
8181,573.0,28160.0,219.0,93.0,10.0
8182,670.0,15047.0,86.0,81.0,13.0
8183,372.0,,71.0,,9.0
8184,680.0,7995.0,36.0,95.0,13.0
8185,503.0,10673.0,91.0,99.0,13.0
8186,615.0,13487.0,234.0,1.0,11.0
8187,615.0,7191.0,128.0,0.0,6.0
8188,789.0,14847.0,205.0,24.0,7.0
8189,457.0,86.0,17.0,89.0,5.0
8190,359.0,10039.0,118.0,97.0,11.0
8191,662.0,12505.0,109.0,60.0,11.0
8192,566.0,29035.0,238.0,90.0,14.0
8193,274.0,862.0,10.0,77.0,4.0
8194,465.0,1498.0,2.0,,11.0
8195,435.0,1043.0,161.0,0.0,9.0
8196,682.0,9413.0,178.0,50.0,9.0
8197,282.0,,,,
8198,507.0,860.0,36.0,36.0,1.0
8199,396.0,3481.0,4.0,9.0,1.0
8200,536.0,,,,9.0
8201,632.0,3967.0,73.0,81.0,13.0
8202,482.0,6205.0,21.0,27.0,10.0
8203,551.0,544.0,,,14.0
8204,291.0,0.0,51.0,,9.0
8205,264.0,,,,
8206,370.0,,,,6.0
8207,692.0,6506.0,164.0,0.0,7.0
8208,334.0,104.0,22.0,95.0,7.0
8209,208.0,,,,
8210,392.0,1112.0,46.0,68.0,9.0
